post_id,date,category,title,url,text_len,image_count,is_algo_explainer,algo_level_hint,has_returns_record,has_summary_record
235,2025-11-30T13:42:51+09:00,눌림코인 저장공간,11월30 일 디커플링 오후1시30분,https://mingogogo.tistory.com/235,0,10,N,,N,N
236,2025-11-30T18:31:50+09:00,코인 강의(공부하기),바이낸스 간접 체험 선물 마진거래,https://mingogogo.tistory.com/236,2696,0,N,,N,N
237,2025-11-30T22:42:12+09:00,수익율 인증공간 날자별 최대 3일후까지,7월22일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/237,332,1,N,,Y,Y
238,2025-11-30T22:52:44+09:00,수익율 인증공간 날자별 최대 3일후까지,7월23일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/238,315,1,N,,Y,Y
239,2025-11-30T22:54:47+09:00,수익율 인증공간 날자별 최대 3일후까지,7월24일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/239,319,1,N,,Y,Y
240,2025-11-30T23:00:15+09:00,수익율 인증공간 날자별 최대 3일후까지,7월 26일 추천 리스트 3일간 인증,https://mingogogo.tistory.com/240,305,1,N,,Y,Y
241,2025-12-01T03:52:19+09:00,코인 프로그램 유료버전,코인분석 프로그램,https://mingogogo.tistory.com/241,2284,7,N,weak,N,N
243,2025-12-01T20:12:55+09:00,코인 강의(공부하기),마진거래 강의 2강,https://mingogogo.tistory.com/243,14340,0,N,,N,N
244,2025-12-02T12:50:13+09:00,눌림코인 저장공간,12월2일 디커플링,https://mingogogo.tistory.com/244,0,10,N,,N,N
245,2025-12-02T12:57:16+09:00,눌림코인 저장공간,급등전후 스퀴즈비교 오르카,https://mingogogo.tistory.com/245,11,5,N,,N,N
248,2025-12-03T00:39:40+09:00,코인 강의(공부하기),BTC마켓  원화마켓 상장 유망코인,https://mingogogo.tistory.com/248,1847,0,N,,N,N
249,2025-12-03T07:16:11+09:00,눌림코인 저장공간,12월3일 신형 디커플링 5분,https://mingogogo.tistory.com/249,0,10,N,,N,N
250,2025-12-05T11:03:05+09:00,눌림코인 저장공간,12월5일 신형 디커플링 오후11시,https://mingogogo.tistory.com/250,199,10,N,,N,N
254,2025-12-07T09:59:46+09:00,인증 저장공간,추천리스트 이틀뒤 12/5일,https://mingogogo.tistory.com/254,205,4,N,,N,N
255,2025-12-07T13:18:01+09:00,인증 저장공간,12월2일 12월5일 추천리스트 결과,https://mingogogo.tistory.com/255,0,5,N,,N,N
257,2025-12-08T10:44:19+09:00,눌림코인 저장공간,12월8일 추천리스트,https://mingogogo.tistory.com/257,0,1,N,,N,N
258,2025-12-09T23:34:56+09:00,코인 프로그램 유료버전,2년치 차트 역사를 실시간으로 해부하는 초정밀 분석 엔진,https://mingogogo.tistory.com/258,2805,3,N,weak,N,N
259,2025-12-10T11:59:01+09:00,눌림코인 저장공간,12월10일,https://mingogogo.tistory.com/259,11,6,N,,N,N
261,2025-12-11T09:05:00+09:00,코인 프로그램 유료버전,뇌과학으로 설계된 퀀트 알파 분석기 (코인분석 프로그램),https://mingogogo.tistory.com/261,2641,3,N,,N,N
262,2025-12-11T12:07:04+09:00,코인 프로그램 유료버전,코인분석기 3종,https://mingogogo.tistory.com/262,14686,28,Y,direct,N,N
263,2025-12-11T12:08:30+09:00,코인 프로그램 유료버전,코인분석기 3종 프로그램 사용가이드,https://mingogogo.tistory.com/263,4684,0,Y,direct,N,N
264,2025-12-11T23:10:04+09:00,코인 프로그램 인증,단타 분석기 백테스트 결과 약 15분경과,https://mingogogo.tistory.com/264,273,1,N,,N,N
265,2025-12-11T23:23:28+09:00,수익율 인증공간 날자별 최대 3일후까지,12-11일 테스트 실시간,https://mingogogo.tistory.com/265,485,5,N,,N,N
266,2025-12-13T19:55:20+09:00,코인 강의(공부하기),코인 청산빔이란?,https://mingogogo.tistory.com/266,6613,0,N,,N,N
268,2025-12-16T12:23:30+09:00,눌림코인 저장공간,12월16일1리스트,https://mingogogo.tistory.com/268,209,5,N,,N,N
269,2025-12-18T11:26:56+09:00,눌림코인 저장공간,밈코인 또눌린다.. 12-18,https://mingogogo.tistory.com/269,1447,4,N,,N,N
270,2025-12-19T12:05:03+09:00,코인 강의(공부하기)/파밍놀이터,핑계 어플,https://mingogogo.tistory.com/270,39,5,N,,N,N
271,2025-12-19T22:04:27+09:00,코인 프로그램 무료 버전,ㅣ비트코인·알트코인 실시간 추세 분석기,https://mingogogo.tistory.com/271,1213,2,N,,N,N
273,2025-12-20T20:28:44+09:00,인증 저장공간,12월19일 추천리스트 결과,https://mingogogo.tistory.com/273,0,3,N,,N,N
276,2026-01-02T15:19:04+09:00,인증 저장공간,AI추천리스트,https://mingogogo.tistory.com/276,12,3,N,,N,N
277,2026-01-03T12:01:48+09:00,코인 프로그램 유료버전,"정밀한 타점 분석 솔루션, MINJINE Ultimate v34.1 이용 안내",https://mingogogo.tistory.com/277,1801,4,N,,N,N
278,2026-01-03T15:19:41+09:00,카테고리 없음,인증,https://mingogogo.tistory.com/278,13,2,N,,N,N
279,2026-01-06T17:44:41+09:00,카테고리 없음,그로스톨코인,https://mingogogo.tistory.com/279,6,4,N,,N,N
280,2026-01-08T15:09:03+09:00,코인추천,중복횟수 정리,https://mingogogo.tistory.com/280,7,2,N,,N,N
281,2026-01-11T23:31:49+09:00,코인 프로그램 인증,바운스토큰,https://mingogogo.tistory.com/281,21,1,N,,N,N
282,2026-01-13T17:48:16+09:00,인증 저장공간,텔레그랭 AI추천,https://mingogogo.tistory.com/282,13,5,N,,N,N
283,2026-01-21T14:09:15+09:00,코인 프로그램 인증,분석프로그램 AI추천 인증,https://mingogogo.tistory.com/283,13,7,N,,N,N
284,2026-01-21T22:12:37+09:00,코인 프로그램 유료버전,코인 투자의 미래를 만나다: MINJINE Premium v8.4 3D 통합 분석 툴 리뷰,https://mingogogo.tistory.com/284,1909,4,N,,N,N
285,2026-01-22T12:41:46+09:00,코인 프로그램 인증,1월21일 추천리스트 (아야),https://mingogogo.tistory.com/285,210,2,N,,N,N
286,2026-01-25T16:39:32+09:00,인증 저장공간,1월25일 추천리스트,https://mingogogo.tistory.com/286,193,4,N,,N,N
287,2026-01-26T10:08:39+09:00,인증 저장공간,1월26일 추천리스트결과 타이코 50프로 급등,https://mingogogo.tistory.com/287,193,10,N,,N,N
288,2026-02-01T09:47:50+09:00,코인 프로그램 유료버전,코인추천 시스템+분석 프로그램2종,https://mingogogo.tistory.com/288,2246,15,Y,direct,N,N
289,2026-02-04T09:16:44+09:00,코인 프로그램 인증,포켓 앵커 왁스 같은세력??,https://mingogogo.tistory.com/289,0,2,N,,N,N
290,2026-02-06T14:10:55+09:00,코인분석,바닥권 코인 공통점 2월6일 오후2시,https://mingogogo.tistory.com/290,0,4,N,,N,N
291,2026-02-06T14:15:18+09:00,코인분석,디커플링2월6일 공통점,https://mingogogo.tistory.com/291,0,5,N,,N,N
292,2026-02-06T23:46:18+09:00,코인 강의(공부하기),투자 강의 바이블,https://mingogogo.tistory.com/292,11832,1,N,,N,N
293,2026-02-09T20:45:44+09:00,코인 프로그램 인증,텔레그램 급락 경고 시스템 분석 결과,https://mingogogo.tistory.com/293,1530,3,Y,semi,N,N
294,2026-02-14T13:46:10+09:00,코인 프로그램 인증,급등예상코인 결과,https://mingogogo.tistory.com/294,0,4,N,,N,N
295,2026-02-15T02:13:57+09:00,눌림코인 저장공간,밈코인 매집시그널,https://mingogogo.tistory.com/295,7,6,N,,N,N
296,2026-02-20T15:16:27+09:00,코인 프로그램 인증,신규 프로그램 알고리즘 인증,https://mingogogo.tistory.com/296,8,5,N,,N,N
297,2026-02-26T12:14:18+09:00,부자 되는 방법,2026-2월26일,https://mingogogo.tistory.com/297,1090,0,N,,N,N
298,2026-03-02T05:01:10+09:00,부자 되는 방법,방에 계신 분들께..,https://mingogogo.tistory.com/298,2266,0,N,,N,N
299,2026-03-25T10:06:44+09:00,카테고리 없음,프로그램 추천결과,https://mingogogo.tistory.com/299,55,4,N,,N,N
300,2026-03-31T19:34:15+09:00,코인 프로그램 인증,급등예상코인  주천리스트&결과,https://mingogogo.tistory.com/300,19,10,N,,N,N
301,2026-04-01T23:59:07+09:00,코인 프로그램 인증,4월1일 추천 리스트 인증,https://mingogogo.tistory.com/301,74,5,N,,N,N
302,2026-04-02T10:06:19+09:00,코인 프로그램 인증,4월2일 알고리즘,https://mingogogo.tistory.com/302,13,7,N,,N,N
304,2026-04-07T17:45:39+09:00,알고리즘 저장공간,4월7일 코인 시그널정리,https://mingogogo.tistory.com/304,17,10,N,,N,N
305,2026-04-08T10:11:50+09:00,알고리즘 저장공간,4월8일 시그널정리,https://mingogogo.tistory.com/305,17,5,N,,N,N
306,2026-04-09T16:20:32+09:00,알고리즘 저장공간,4월9일추천 리스트,https://mingogogo.tistory.com/306,0,2,N,,N,N
307,2026-04-12T09:27:49+09:00,인증 저장공간,4월12일 잘맞음,https://mingogogo.tistory.com/307,0,11,N,,N,N
308,2026-04-13T10:09:31+09:00,인증 저장공간,4월13일 추천. 코인리스트,https://mingogogo.tistory.com/308,1522,10,Y,direct,N,N
309,2026-04-15T10:07:19+09:00,인증 저장공간,급등예상코인 적중결과,https://mingogogo.tistory.com/309,5,2,N,,N,N
